ID,Workclass,Education,Education num,Marital status,Occupation,Relationship,Race,Sex,Age,Work hours per week,Native country,Income
27299,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Male,50,40,New Zealand,<=85K
27300,Private,7th-8th,4,Widowed,Protective-serv,Not-in-family,White,Male,76,30,New Zealand,<=85K
27301,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,19,15,New Zealand,<=85K
27302,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,25,40,New Zealand,<=85K
27303,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,45,40,New Zealand,<=85K
27304,Private,Assoc-acdm,12,Divorced,Adm-clerical,Own-child,White,Female,34,35,New Zealand,<=85K
27305,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,16,New Zealand,<=85K
27306,?,Masters,14,Widowed,?,Not-in-family,White,Male,66,6,New Zealand,<=85K
27307,?,Bachelors,13,Married-civ-spouse,?,Wife,Black,Female,63,45,New Zealand,<=85K
27308,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,27,40,New Zealand,<=85K
27309,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,43,60,Nicaragua,<=85K
27310,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,23,40,New Zealand,<=85K
27311,Government,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,37,40,New Zealand,<=85K
27312,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,31,40,New Zealand,<=85K
27313,Government,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,33,4,New Zealand,<=85K
27314,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,28,20,New Zealand,<=85K
27315,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,35,40,New Zealand,<=85K
27316,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,41,75,New Zealand,>85K
27317,Private,11th,7,Never-married,Other-service,Other-relative,White,Female,17,12,New Zealand,<=85K
27318,Government,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,41,40,New Zealand,>85K
27319,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,44,45,New Zealand,<=85K
27320,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,47,40,Mexico,<=85K
27321,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,24,40,New Zealand,<=85K
27322,Self-emp-not-inc,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,38,40,New Zealand,<=85K
27323,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,34,52,Jamaica,<=85K
27324,Government,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,62,35,New Zealand,<=85K
27325,Government,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,27,38,New Zealand,<=85K
27326,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,59,40,New Zealand,>85K
27327,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,40,New Zealand,<=85K
27328,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,38,32,New Zealand,<=85K
27329,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,28,50,New Zealand,<=85K
27330,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,28,38,New Zealand,<=85K
27331,Government,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,59,40,New Zealand,<=85K
27332,Private,Some-college,10,Separated,Adm-clerical,Own-child,White,Female,42,40,New Zealand,<=85K
27333,Government,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,54,32,New Zealand,>85K
27334,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,45,New Zealand,<=85K
27335,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,41,40,New Zealand,<=85K
27336,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,43,40,Germany,<=85K
27337,Self-emp-inc,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,32,50,Iran,>85K
27338,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,58,40,New Zealand,<=85K
27339,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,43,40,New Zealand,<=85K
27340,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,31,40,New Zealand,<=85K
27341,Government,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,51,70,New Zealand,>85K
27342,Private,Bachelors,13,Never-married,Other-service,Own-child,Black,Female,54,36,New Zealand,<=85K
27343,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,20,70,New Zealand,<=85K
27344,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,35,40,New Zealand,>85K
27345,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,22,36,New Zealand,<=85K
27346,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,40,New Zealand,<=85K
27347,Government,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,44,40,New Zealand,>85K
27348,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,28,70,New Zealand,>85K
27349,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,74,35,New Zealand,>85K
27350,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,34,40,New Zealand,<=85K
27351,Government,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,52,New Zealand,<=85K
27352,Private,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,50,40,New Zealand,<=85K
27353,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,43,40,New Zealand,<=85K
27354,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,29,40,New Zealand,<=85K
27355,?,HS-grad,9,Separated,?,Unmarried,Black,Female,30,25,New Zealand,<=85K
27356,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,61,50,New Zealand,>85K
27357,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,21,40,Vietnam,<=85K
27358,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,27,30,?,<=85K
27359,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,47,40,Iran,>85K
27360,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,33,40,New Zealand,<=85K
27361,Private,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,22,37,New Zealand,<=85K
27362,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,38,40,New Zealand,<=85K
27363,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,40,New Zealand,<=85K
27364,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,42,45,New Zealand,>85K
27365,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,35,45,Germany,<=85K
27366,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,21,40,New Zealand,<=85K
27367,Government,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,Black,Female,49,44,New Zealand,<=85K
27368,Private,Bachelors,13,Separated,Prof-specialty,Own-child,Other,Female,50,40,New Zealand,<=85K
27369,Government,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,36,36,New Zealand,>85K
27370,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,20,20,New Zealand,<=85K
27371,Private,HS-grad,9,Separated,Prof-specialty,Unmarried,Black,Female,49,40,New Zealand,<=85K
27372,Government,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,60,New Zealand,>85K
27373,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,22,40,New Zealand,<=85K
27374,?,HS-grad,9,Divorced,?,Not-in-family,White,Female,60,40,New Zealand,<=85K
27375,Private,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,67,20,New Zealand,<=85K
27376,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Female,21,40,New Zealand,<=85K
27377,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,60,50,New Zealand,<=85K
27378,Private,11th,7,Never-married,Other-service,Own-child,White,Female,17,12,New Zealand,<=85K
27379,Government,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,49,45,New Zealand,>85K
27380,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,38,40,New Zealand,<=85K
27381,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,40,New Zealand,<=85K
27382,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,99,New Zealand,>85K
27383,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,40,New Zealand,<=85K
27384,?,Some-college,10,Separated,?,Not-in-family,White,Female,23,40,New Zealand,<=85K
27385,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,60,New Zealand,>85K
27386,Government,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,46,40,New Zealand,<=85K
27387,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,25,22,New Zealand,<=85K
27388,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,24,48,New Zealand,<=85K
27389,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,62,48,New Zealand,<=85K
27390,Private,Preschool,1,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,54,40,China,<=85K
27391,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,23,40,New Zealand,<=85K
27392,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,60,40,New Zealand,<=85K
27393,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,18,8,New Zealand,<=85K
27394,Government,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,41,40,New Zealand,<=85K
27395,Government,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,45,40,New Zealand,<=85K
27396,Government,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,Black,Female,62,40,New Zealand,<=85K
27397,Private,Bachelors,13,Married-spouse-absent,Tech-support,Unmarried,Black,Female,28,40,New Zealand,<=85K
27398,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,60,Yugoslavia,>85K
27399,Private,HS-grad,9,Never-married,Sales,Other-relative,White,Male,31,40,New Zealand,<=85K
27400,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,44,40,?,<=85K
27401,Self-emp-not-inc,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,33,50,New Zealand,<=85K
27402,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,62,16,New Zealand,<=85K
27403,Private,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,27,40,New Zealand,<=85K
27404,Government,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,42,40,New Zealand,>85K
27405,Private,9th,5,Never-married,Handlers-cleaners,Other-relative,Black,Male,55,37,New Zealand,<=85K
27406,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,41,50,New Zealand,<=85K
27407,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,40,New Zealand,>85K
27408,Self-emp-not-inc,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,67,65,New Zealand,<=85K
27409,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,25,45,New Zealand,<=85K
27410,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,22,40,New Zealand,<=85K
27411,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,19,20,New Zealand,<=85K
27412,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,26,45,New Zealand,<=85K
27413,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,61,50,New Zealand,<=85K
27414,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,43,40,New Zealand,<=85K
27415,Private,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,53,20,New Zealand,<=85K
27416,Government,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,53,45,New Zealand,<=85K
27417,Self-emp-inc,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,42,10,New Zealand,<=85K
27418,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,36,40,New Zealand,>85K
27419,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,99,New Zealand,<=85K
27420,Private,11th,7,Never-married,Sales,Own-child,White,Female,17,16,New Zealand,<=85K
27421,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,55,35,New Zealand,<=85K
27422,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,40,New Zealand,<=85K
27423,Government,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,40,New Zealand,>85K
27424,Self-emp-not-inc,10th,6,Divorced,Other-service,Not-in-family,Black,Female,54,10,New Zealand,<=85K
27425,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,45,45,New Zealand,<=85K
27426,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,48,40,New Zealand,>85K
27427,Government,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,40,60,New Zealand,>85K
27428,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,31,50,New Zealand,<=85K
27429,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,26,40,Taiwan China,<=85K
27430,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Other,Female,19,25,Puerto-Rico,<=85K
27431,Government,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,31,40,New Zealand,<=85K
27432,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,34,30,New Zealand,<=85K
27433,Government,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,55,New Zealand,>85K
27434,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,38,40,New Zealand,<=85K
27435,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,21,20,Mexico,<=85K
27436,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,27,40,New Zealand,<=85K
27437,Private,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,35,40,New Zealand,<=85K
27438,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,20,20,New Zealand,<=85K
27439,Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Unmarried,White,Female,24,38,New Zealand,<=85K
27440,Private,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,27,40,?,<=85K
27441,Government,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,18,4,New Zealand,<=85K
27442,Government,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,28,40,New Zealand,<=85K
27443,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,36,40,New Zealand,<=85K
27444,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,19,15,New Zealand,<=85K
27445,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,59,36,New Zealand,<=85K
27446,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,33,46,New Zealand,<=85K
27447,Private,7th-8th,4,Separated,Handlers-cleaners,Not-in-family,White,Male,28,40,Mexico,<=85K
27448,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,41,55,New Zealand,<=85K
27449,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,30,45,New Zealand,<=85K
27450,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,59,40,New Zealand,<=85K
27451,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,42,60,New Zealand,<=85K
27452,Private,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,29,40,Mexico,<=85K
27453,Private,Some-college,10,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,60,50,New Zealand,>85K
27454,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,41,60,New Zealand,<=85K
27455,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,32,30,New Zealand,<=85K
27456,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,73,22,New Zealand,>85K
27457,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,20,30,New Zealand,<=85K
27458,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,49,40,New Zealand,>85K
27459,Government,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,36,40,New Zealand,<=85K
27460,Government,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,33,45,New Zealand,<=85K
27461,Private,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,25,34,New Zealand,<=85K
27462,?,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,34,10,New Zealand,<=85K
27463,?,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,19,40,New Zealand,<=85K
27464,Government,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,40,40,New Zealand,<=85K
27465,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,48,44,New Zealand,<=85K
27466,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,51,50,New Zealand,<=85K
27467,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Black,Male,22,20,Jamaica,<=85K
27468,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,34,50,New Zealand,<=85K
27469,Private,10th,6,Married-civ-spouse,Sales,Wife,White,Female,22,40,New Zealand,<=85K
27470,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,56,40,New Zealand,<=85K
27471,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,36,40,New Zealand,<=85K
27472,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,18,20,New Zealand,<=85K
27473,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,26,50,New Zealand,<=85K
27474,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,50,New Zealand,<=85K
27475,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,40,New Zealand,<=85K
27476,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,29,40,New Zealand,<=85K
27477,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,47,40,New Zealand,>85K
27478,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,21,12,New Zealand,<=85K
27479,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,28,50,New Zealand,<=85K
27480,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,53,40,New Zealand,>85K
